sku,name,description,price,terms,section,image_downloads
280937725-032-3,TEXTURED BACKPACK,"Textured backpack. Smooth exterior. Main compartment with zip closure. Small interior zip pocket. Front pocket with zip closure. Breathable quilted back. Handle and two quilted, adjustable and breathable shoulder straps.

Height x Length x Width: 15.7 x 12.6 x 7.1 inches (40 x 32 x 18 cm)",7.99,bags,MAN,"['c3bfe9b8-f57f-4f87-9d19-a28667eff8fd', '41dc25d7-46e1-4f03-8e48-c1fc94845352', '1ea3d760-5763-4359-ac5b-b55d69a6a0f9', '25a16a9a-a4ce-4d97-b682-5d1a18b6da29', '32e82805-2466-4495-b61c-08467db2aaa3', 'ec492eef-8fdc-4bc6-9586-2260bceedec0', '40d486e0-f264-48b9-a62f-fc87f13300ac']"
313045235-802-3,XL PADDED NYLON CROSSBODY BAG,"Crossbody bag. Smooth upper. Soft construction. Main compartment with zipper, flap, and double magnetic closure. Interior zip pocket. One adjustable shoulder strap.

Height x Length x Width: 11 x 18.9 x 8.7 inches (28 x 48 x 22 cm)",49.9,bags,MAN,"['ce047a62-1957-439f-b36d-1073d4d7e92a', '5d9c7929-3cc9-4263-9b9e-4099f4d2105a', '8075da47-81b1-4c19-b39d-51e1e5583a5d', 'a5bccf33-0250-47a8-91b9-654ae103d16b', 'd9c6f520-cb95-4bbd-816e-0dd751cf5091', '0d634a18-56bd-4302-8c53-8e4fed9b5628', '09e29008-1a12-46ba-83bc-76ec4f1c1cc0']"
315841447-800-3,RUBBERIZED CHAIN CROSSBODY BAG,"Crossbody bag. Semi-rigid construction. Main compartment with flap and double magnetic closure. Small interior pocket with zip closure. Decorative and removable rubberized detail. Tonal adjustable shoulder strap.

Height x Length x Width: 6.3 x 8.3 x 2.4 inches (16 x 21 x 6 cm)",49.9,bags,MAN,"['f987f3a5-0700-4b96-832d-cb6c729b04c2', '3674b7a2-bb43-4bcd-864e-3652e320d387', '5ef07b24-9403-4dce-abc4-ef00a3bd5bc1', 'ad9357d2-d7c0-460b-9340-755b7226b1da', 'c0f338a9-6843-43b3-a472-352de63a4aed', '7b5920bd-27bc-4971-b75e-95230160019c', 'e3f25920-8790-4136-a175-e172cd885e7c']"
311302713-800-3,EMBOSSED SLIM BRIEFCASE,Monochrome briefcase. Main compartment with zip closure. Interior compartment for electronic devices and laptops up to 13 inches. Two handles.,49.9,bags,MAN,"['9289312c-9e8a-4d9c-8a57-c241138cd8ef', '5798b8d1-3b98-4a17-bb8a-de4039463ddd', '4449e93c-f5bd-4368-93f4-380c0e388a34', 'db2ed507-abca-4783-9120-89b04968c51b', '80018906-e508-4e1c-be77-dbfd975bd24e', '86daa5d8-b43c-4a94-a001-7430b389956e']"
311307564-800-3,RIGID MINI CROSSBODY VERTICAL BOX BAG,"Vertical rigid crossbody bag. Main compartment with metal mechanism closure. Adjustable and removable shoulder strap, and one handle. 

Height x Length x Width: 7.1 x 4.7 x 3.1 inches (18 x 12 x 8 cm)",45.9,bags,MAN,"['b17ed4b7-9532-4dcb-8c3a-8244ff552521', '23f78d86-e37e-484b-8db1-2fd46e68e37b', '289516e0-1152-47f2-bacf-8ea232682733', '747908a6-7a90-4b12-8b7c-89f35f654b36', '6c001e34-5433-47f2-a803-8599aeae5b2e', '0bddd388-47cf-4d1c-bf32-98375a24c7ec']"
311307518-800-3,QUILTED FLAP CROSSBODY BAG,"Crossbody bag. Monochromatic. Semi-rigid quilted construction. Main compartment with flap and magnetic closure. Interior zip pocket. Tonal adjustable shoulder strap.

Height x Length x Width: 6.3 x 8.7 x 2.8 inches (16 x 22 x 7 cm)",45.9,bags,MAN,"['ef092b83-9cac-4220-93ae-8a11e7699a3b', '9034226c-377d-4b0c-a60a-32dacd62b7dc', 'b5ce4d0b-1a8c-4be9-9a6e-c9e1f1b73fa3', '33431352-c548-4a3d-adb3-c02162af75f1']"
267186200-627-3,RIGID STRIPED CROSSBODY BAG,"Rigid crossbody bag. Textured rubberized finish. Main compartment with heat-sealed zip closure and interior mesh pocket. Adjustable and removable shoulder strap.

Height x Length x Width: 4.3 x 6.7 x 2.4 inches (11 x 17 x 6 cm)",9.99,bags,MAN,"['0686c7db-3121-4fa6-840f-e090ae191f53', '9bb31355-7a72-422e-9062-084d22eeb0a6', 'd93ad998-fab0-4c8d-bda3-0bc45c3d8b03', '05946b5d-4c6b-4850-a9a9-cc98d0fd4e10', '0116a17f-56af-42ef-838a-35f80ee6e962', '8621c56b-a3fe-4d63-8a6a-ec0915adae8f', 'eca233e6-7806-4597-a67d-6502cd64fb52']"
315042120-800-3,BOOMERANG CROSSBODY BAG,"Crossbody bag. Monochromatic. Asymmetric upper. Main compartment with zip closure. Interior features three small flat pockets. Adjustable shoulder strap.

Height x Length x Width: 6.7 x 14.2 x 2 inches (17 x 36 x 5 cm)",45.9,bags,MAN,"['3727395d-7e02-43f7-823e-d8e11bcdc9c7', '9e294937-baae-4cfd-82c5-420ba56f854d', '8f59f51d-4cc1-48fe-99d4-42583838bc1e', 'e70169a5-3bad-4cbb-a18f-edb9beac9c66', '10b3bb7a-f92c-430b-acf8-544f1e9d6a5b', 'c1f285fd-3039-4208-a183-a0b7bc98e0cd']"
311292280-800-3,RIGID FLAP CROSSBODY BAG,Rigid crossbody box bag. Monochromatic. Main compartment with flap closure. Features one small flat interior pocket. Features a tonal adjustable shoulder strap.,45.9,bags,MAN,"['603f8adf-8f3b-4740-a9a7-4aaa8b9954cc', '6032139f-1f81-41af-adf7-6e901af09e93', '4fd5b73b-4e7c-4488-8166-93d95e62e4a4', '944bd9d4-69c3-49d4-93a0-08feeccd3c10', '85425e5c-9d01-4a95-823f-d271de08b1b7', '0f170b8d-19b1-4f7f-8374-94172acd2df7']"
317782455-800-3,TEXTURED DUFFLE BAG,"Duffle bag. Embossed upper. Main compartment with double zip closure and interior pocket with zipper closure. The front part has two medium size zip pockets. Open pockets that don’t close on the sides. Two handles and one tonal adjustable and removable shoulder strap.

Height x Length x Width: 11 x 20.5 x 11 inches (28 x 52 x 28 cm)",89.9,bags,MAN,"['144f2ea3-6fd6-4814-8ba7-4d058099012f', 'bbdbc38f-6f53-46cf-95c9-83026b93d67f', '91ed92fa-cdcd-4bcf-90d4-8c2f20f597c8', 'a411132d-0dc7-448f-894d-31ce3aaccca7', 'cd23a16b-1ffd-4608-837f-072d592009c6', '1eb811e3-910c-426b-80b8-d8f2f37705a0', '29efe69e-3e58-4e10-9846-dd91ee30e6d2', '4c76ee69-6ae7-44c9-8e27-5d2641e5c2d0']"
311302460-800-3,DOUBLE BRIEFCASE,"Monochrome briefcase. Two main compartments for electronic devices and laptops up to 13 inches with zipper closure. The main compartment has a medium sized pocket with adhesive closure for devices. The second compartment has a zip pocket. Two handles and one adjustable and removable shoulder strap.

Height x Length x Width: 11.8 x 16.5 x 4.7 inches (30 x 42 x 12 cm)",89.9,bags,MAN,"['4b8ab0da-55be-4c93-9f71-994b728cb664', 'c6e0fea4-2c3d-46e3-9464-97c612e7768c', 'e87853a5-ce46-4686-a920-656d12f24e52', 'f556d077-96cf-4b37-93d5-53043a56ee6d', '176174bb-479d-4d75-a8af-7c2626ee111a', 'e8dc0a8c-4744-4355-adab-e8d26d1b3a34', 'e4242701-d967-4871-ba00-0443fa800d0d', '0abd300e-0721-4114-bd64-f20773797c19']"
311307227-800-3,NYLON EXPLORER BACKPACK,"Explorer style backpack. Main compartment with ruched closure and clip buckle flap. Medium size interior pocket with zipper closure. Small front pocket with zip closure. Two zipper closure pockets at sides. Features a handle and two adjustable shoulder straps. Quilted back piece to provide comfort during use.

Height x Length x Width: 18.9 x 15.7 x 8.7 inches (48 x 40 x 22 cm)",69.9,bags,MAN,"['80bb7473-4e23-4851-8fbd-a0392bdedf9f', 'b7c89676-06bf-4aa0-b5e6-ccddf84694c7', '3b4ecfc6-272b-43fb-ad3c-8d02e7240826', '312af3dd-a9f2-4d0c-ab3a-945dd4c615ce', 'c9129adc-6c65-4afd-a87a-9a8ea25f924e', '65ecf7cf-8ed6-4a81-802f-0d6331267c9c', '9e4a03ca-2bad-4033-8cb8-7a3eef81e537']"
311287295-800-3,TEXTURED BRIEFCASE,"Monochrome briefcase. Main compartment with zip closure. Interior main compartment for electronic devices and laptops up to 13 inches and a zip pocket. Front pocket with zip closure. Two handles and one adjustable and removable shoulder strap.

Height x Length x Width: 11.8 x 16.5 x 3.1 inches (30 x 42 x 8 cm)",69.9,bags,MAN,"['af404ee3-588e-4d6b-a60b-3e394423f975', '5f0743bd-8f3c-4d0d-8f17-633dc3d61afe', '29e6f22d-84d0-4045-b7da-3ae017c6d234', 'c42adf2f-f719-4562-8bd8-01870929c311', '548c9cac-b5d2-40b3-aa96-8b2fb9cc5128']"
311282678-804-3,RUBBERIZED MINI BAG,"Crossbody bag. Rubberized finish. Soft construction. Main compartment with zip closure. Small interior zip pocket. Tonal adjustable shoulder strap.

Height x Length x Width: 7.1 x 13 x 4.3 inches (18 x 33 x 11 cm)",29.9,bags,MAN,"['ea7824d5-2977-4808-ba32-9070a1363ba0', '65c4b965-faa4-4ac9-ae2e-9f5a47220f22', 'd29cf348-8a0d-4876-97d1-615fcfdb7e1c', '6c9145e4-fbc9-43f8-992f-e9966df84ed2', '1d1a4ebc-44a7-44a4-bd2e-7e1019db2d44', '62ac4302-48ff-433f-ae74-0a1cc4fd2528']"
311287179-120-3,NYLON CROSSBODY BAG,"Crossbody bag. Smooth exterior. Main compartment with zipper, flap and sporty closure. Features a flat, open interior pocket. Front and back pockets with snap button closure. One adjustable and removable shoulder strap.

Height x Length x Width: 5.9 x 7.1 x 2 inches (15 x 18 x 5 cm)",29.9,bags,MAN,"['b15e8bfe-940f-4c26-b53c-44da1be46289', 'e578a55f-a38e-48bc-b4bf-8a4cb1019256', '69eafb81-9933-41b3-983e-4ec4e60f16ba', '5efaaeb0-193f-4466-9d86-8cd94cfc8161', 'adfa6ce7-664c-49ec-ba31-c08737e5baff', '17cb5817-f8f5-4ddf-b4fb-c3db35af2f62', '45d50f6a-8711-4dcc-a5d5-0f7421da1006']"
311302614-400-3,NYLON DUFFEL BAG,"Duffle bag. Soft construction. Main compartment with zip closure. Interior small pocket with zip closure. Side snap buttons to change bag capacity. Two handles and one adjustable and removable shoulder strap.

Height x Length x Width: 11.8 x 19.7 x 9.4 inches (30 x 50 x 24 cm)",59.9,bags,MAN,"['ed064f00-16e2-477c-be7b-5d07f038fd6f', '8fc894f5-cb6d-48df-b5da-1144c9c702ef', 'c5c066f2-ce97-4470-a4fb-32fd64943de3', '21193b55-9c37-48b1-998f-1ad430b61095', '97e31136-842b-4240-8508-e0073afc16f7', '39e49b9d-a409-4462-815e-ba2d0b2961e1']"
311292175-800-3,METAL CLOSURE CROSSBODY BAG,"Crossbody bag. Smooth upper. Main compartment with flap and clip buckle closure. Tonal adjustable shoulder strap.

Height x Length x Width: 7.5 x 4.7 x 1.6 inches (19 x 12 x 4 cm)",19.9,bags,MAN,"['d2d835ed-a962-4822-a2aa-c663c46b6cb9', 'e5f0b6af-8784-4d87-bc6c-bf06306e8f00', '5454f6dc-4036-4f10-bb9d-4eda4a8af945', 'b991b256-bfa9-4801-b605-d968f42ca272', 'fbffb368-c9b0-4081-9e36-fe2d2084954d', '808ec350-cb55-4aad-ac27-59113fa1abf7']"
311282671-032-3,RUBBERIZED MINI CROSSBODY BAG,"Crossbody bag. Soft construction. Rubberized finish. Main compartment with zip closure. Flat front pocket. Adjustable shoulder strap.

Height x Length x Width: 7.1 x 5.1 x 2.8 inches (18 x 13 x 7 cm)",25.9,bags,MAN,"['df37bf94-4387-4733-a531-e71cd4a49767', 'ff62c2ef-55c5-4abf-ac8e-693203ba24c3', '9910fd5e-fb51-4b05-a7e7-225d31defd83', '0c7c3b56-05c5-4ed2-955b-6045b27c3bec', '26281193-462d-45fb-9996-01943321f7e7', '7d9643ae-0060-4f60-85c3-12c884cf2c68']"
311297793-120-3,CROSSBODY BAG WITH MULTIPLE POCKETS,"Crossbody bag. Made of fabric. Soft construction. Main pocket with zip closure. Small interior zip pocket. Two front pockets at front, one with zip closure and the other with drawcord and hidden magnetic closure. Adjustable shoulder strap.

Height x Length x Width: 8.7 x 23.6 x 3.9 inches (22 x 60 x 10 cm)",49.9,bags,MAN,"['c1011975-1916-4417-b2fc-ea0eff3698c2', '628ba0a5-9a1d-4ad0-85c1-ecc59dc32908', '9e9d4803-9d73-4662-8c11-7a57ae6edeb2', '24bb8854-0817-48c3-8635-929810e8123f', 'c92ae4de-26ff-4f31-a2fd-71e6ba637436', 'f2f32e0a-f13a-43e5-ad61-8342b5f38ebd', '72e6f9d1-b83b-4c57-a176-71fa935638e7']"
312965885-800-3,NYLON BELT BAG,"Soft belt bag. Technical fabric exterior. Main compartment with zip closure. Small interior pocket with closure. Front pocket with technical piece closure. Adjustable strap with athletic closure.

Height x Length x Width: 5.5 x 12.6 x 3.1 inches (14 x 32 x 8 cm)",39.9,bags,MAN,"['210f78fd-de5d-49f0-afd8-bf6e66e4efe5', '599d718c-387c-48bd-a64a-d1abd6b9eae7', 'cb30b3fa-7649-41ac-a09f-ff57f0035ba4', 'fb3c610d-5af1-4b9a-8e4e-cf1079078888', 'a54afdaa-b26c-4af3-b287-0f2b8db507d5', '4d05b4cc-d8ff-4585-84d2-d5d3ca8246c3', 'b5e43abd-d202-423e-84be-269654bd163b']"
317828266-800-3,BUCKLED NYLON BACKPACK,"Explorer style backpack. Main compartment with ruched closure and clip buckle flap. One large interior pocket for electronic devices up to 13 inches, and another smaller zip pocket. Two side pockets with elastic strap to adjust the size. Features a handle and two adjustable shoulder straps. Quilted back piece to provide comfort during use.

Height x Length x Width: 18.9 x 11.8 x 6.7 inches (48 x 30 x 17 cm)",49.9,bags,MAN,"['eba98f06-d69a-44ff-9ff0-81320ab33793', '55f2ed88-f042-4459-aeef-0a2e0ba366ae', 'e075a343-f2eb-4349-969a-fac1e8ffcecb', 'f5a9a810-11f5-40b1-9a06-8e164387d91e', 'ef40323c-2941-456b-8b4a-1e318a361e7a']"
311306976-800-3,MINI CROSSBODY BAG WITH KEYCHAIN,"Crossbody bag. Technical fabric exterior. Main compartment with zip closure. Small interior pocket with zip closure. Two front pockets with zip closure. Adjustable shoulder strap. Contains a removable keychain. 

Height x Length x Width: 5.5 x 1.8 x 8.3 inches (14 x 4.5 x 21 cm)",45.9,bags,MAN,"['cf751b16-7af2-49e7-9ed0-fb37194c5b38', '926ddad2-25bc-4c5f-839f-11bb8e0b34bf', '15ac2ce1-f7a3-48fa-b56f-fef3d188af6b', '8fc32d8c-af88-4aa8-a803-920e311f13ac', 'adf15013-71b1-4f68-8d9c-edf3aafc991c', '10d3ecb8-57cd-4795-8f87-39110d351dd8', 'a3c87371-cac0-4aa9-abdd-5ca04373ebd7']"
311302425-800-3,RIGID CROSSBODY BOX BAG,"Rigid crossbody bag. Textured rubberized finish. Main compartment with zip closure. Interior mesh pocket. Adjustable and removable shoulder strap. 

Height x Length x Width 5.1 x 7.5 x 2.4 inches (13 x 19 x 6 cm)",45.9,bags,MAN,"['8c5da214-55e2-4318-98df-9e27f538dbb2', '33296d16-bda6-4877-aead-c1606551f954', '94ff80cf-e3b5-43cf-88e8-61175e847559', '5e677571-044c-49b5-afee-5176b1e2bc32']"
311302541-800-3,EMBOSSED POUCH,"Toiletry bag. Embossed finish. Soft construction. Main compartment with zip closure. One small open interior pocket. One zipper closure flap pocket at front. One handle on each side.

Height x Length x Width: 5.5 x 9.1 x 3.7 inches (14 x 23 x 9.5 cm)",39.9,bags,MAN,"['cd3e5daa-bd4a-450e-906c-497526e29ea7', '6b7857e3-9649-4bcb-99cc-f908bdd1f549', '2496da2f-2d35-457a-9ae7-9914706ffa68', '6717bd6b-61d6-44fc-bbe4-60143850f50f']"
267160165-700-3,TEXTURED VERTICAL WALLET,"Embossed wallet. Main compartment with bill pocket. Four card slots, two on each side. Tonal topstitching detail.

Height x Width: 3 x 3.9 inches (7.5 x 10 cm)",5.99,bags,MAN,"['8e86c291-dd59-44de-8768-5f197e275bb0', '22451083-f8d4-40f9-adcf-81874a13b942', '55d5432c-6b66-449b-ab4a-5443dd407764', '80a8e6e0-4b4d-428f-9478-cc1438eb567c']"
311282460-800-3,TECHNICAL DUFFLE BAG,"Monochromatic duffle bag. Technical fabric exterior. Soft construction. Main compartment with zip closure. Interior small pocket with zip closure. Adjustable capacity thanks to sporty fasteners on each side. Two handles and one adjustable and removable shoulder strap.

Height x Length x Width: 11.8 x 19.7 x 6.7 inches (30 x 50 x 17 cm)",45.9,bags,MAN,"['8ec5c950-7c49-4c70-8fd7-e68372746937', '2482e471-74b6-4006-bc17-807c370df46f', 'c0508ee3-d0d7-4c49-a456-725fc660831f', 'd94ffba2-415d-4669-9435-7e4e14bc84f4', '96fe115c-989c-4da1-848f-f5369804dc69', '2d9fb183-0fa9-4d0b-8534-0fb80de8739e', '77a2f368-82a4-4a5b-8452-c3597fa37085']"
311287210-800-3,XL SOFT CROSSBODY BAG,"Crossbody bag. Monochromatic. Basic exterior with a seam at the front. Soft construction. Main pocket with zipper closure and small interior pocket with zipper closure. Adjustable shoulder strap. 

Height x Length x Width: 11.8 x 21.3 x 4.3 inches (30 x 54 x 11 cm)",39.9,bags,MAN,"['c265c59e-4439-4aa0-8e2f-bd3e203b658d', '8866cd9a-f51c-49b4-9da0-47c982b5f35a', '68be1afe-b546-4142-a403-0e44c9710128', '438ce1cc-3a15-4ca8-ac86-d38515885878', '1740a5b5-b22c-4602-8e61-392ed0e0e38d', '23db3fec-4592-47fb-86e7-1c6d4b1531a5']"
267208665-700-3,XL CROSSBODY WALLET BAG,"XL wallet. Smooth exterior. Main compartment with zip closure. Four interior compartments. Two zipper closure pockets. Multiple positions for cards and bills. Adjustable and removable shoulder strap. 

Height x Length: 4.7 x 8.7 inches (12 x 22 cm)",5.99,bags,MAN,"['f1e2d0a6-a2d6-447a-92f7-be73c896b507', '057b3c32-b27b-4c6d-b19b-186465dceea0', '2553c5cc-6783-4fc9-8a80-730f630b95a3', '137b32bc-72f4-4258-84fc-fbd9c97818af', '31a6988f-32d9-4517-9d69-7d6475c555a7']"
311302731-800-3,SOFT CLUTCH BAG,"Monochromatic clutch. Main compartment with zip closure. Small interior zip pocket. Front pocket with zip closure. Features a handle that can be hidden at the back, allowing it either to be carried by the handle or as a wallet.",39.9,bags,MAN,"['24c16cc4-ee08-425e-8387-03c3ab48b884', '189b3426-0191-460d-889c-ef86e82cd190', '707b2dfc-2457-468c-93f4-b79a65b836a2', '1d745bc8-3a19-4c26-ba33-dcf38297be20', 'f5bd53f6-fc70-47a8-ab53-74a840236e2f', 'b986bf2d-3cc6-4295-862d-93e7d028022f', '4aeb4806-8f2b-4302-a013-925f70a066a5']"
311309487-800-3,ORIGAMI MINI CROSSBODY BAG,Mini tote bag. Semi-rigid exterior. Main pocket with magnetic closure. Two handles and an adjustable and removable shoulder strap.,39.9,bags,MAN,"['79a48428-e390-48fb-a6bd-2aee1f4e83e6', 'cd3ce663-a7e3-487c-8887-5099ebbe54e3', 'f48631ff-2b55-4e4b-bdfc-f29e1f39a460', 'cfd60383-8abb-4496-b386-58d4ea011bb3', '52f43c11-0158-4aff-8859-e253b15c6384', 'a00a3ce4-5879-4223-8d55-4d8509342837', '60f27fa7-9761-4ec9-b51d-af38e1da448e']"
311302978-800-3,NYLON POCKET CROSSBODY BAG,"Crossbody bag. Soft construction. Main compartment with zip closure. Small interior zip pocket. Front pocket with zip closure. Tonal adjustable shoulder strap.

Height x Length x Width: 7.9 x 10.6 x 2.4 inches (20 x 27 x 6 cm)",39.9,bags,MAN,"['582613ee-7198-424e-9b23-92f84047b8f6', 'f1327f94-7047-4769-9ade-9ec6feb4eb2b', 'f2ab23ea-33fe-4aa1-afa9-92be62f45aea', '52e93912-429d-4955-9a7d-44635a9c55a6', '84fe50a1-835d-40c2-a8d3-23ea17d92685']"
312316461-800-3,RUBBERIZED CROSSBODY BAG,"Crossbody bag in a combination of materials. Rubberized finish. Main compartment with zip closure. Small flat interior pocket. Front pocket with zip closure. Back flat pocket with magnetic button closure. Adjustable shoulder strap.

Height x Length x Width: 5.9 x 10.6 x 3.5 inches (15 x 27 x 9 cm)",39.9,bags,MAN,"['359262f0-9092-4b74-b35c-6943432f5fda', '88bfe110-e3cc-47d7-9f20-34f693f33007', '11215495-d213-4c86-82c7-1b25c2819094', 'ae8b16dc-d1c5-494e-a705-601a3bfd7252', 'b40f5741-4e23-4742-8335-290c5b11ad27', '9d2b9b58-ab48-4702-9805-f774b9d668ba', '15134b77-c6d4-4d7b-8b13-04fad4845127']"
311302812-032-3,RUBBERIZED TOILETRY BAG,"Monochromatic toiletry bag. Rubberized finish. Soft construction. Main compartment with zip closure. One open interior pocket. Two handles, one on each side.

Height x Length x Width: 5.7 x 9.1 x 3.3 inches (14.5 x 23 x 8.5 cm)",29.9,bags,MAN,"['0efe5dea-4d79-429f-ab72-6d936e733aa6', '196c217e-4da7-48f9-aa6c-f06f8f178ab6', '7c00ca3a-5436-4488-a659-5de9b90ff0aa', '801c3e86-e46d-4cfc-b6ff-8628483bca82']"
312368289-800-3,ASYMMETRICAL MINI CROSSBODY BAG,"Mini crossbody bag. Monochromatic. Smooth upper. Single compartment with zip closure. Adjustable shoulder strap.

Height x Length: 5.1 x 9.1 inches (13 x 23 cm)",25.9,bags,MAN,"['e232ee55-f532-43b2-9fad-5df5aaa7e480', '97874c88-e3f6-4540-8b1b-4add8c4cd0ad', '86c07c92-a1c2-4b93-b140-b27f09a2ceb2', '45e62527-09d2-4e1b-af9e-71ce5de1cdf5', '3b308b13-2703-4f8d-9f8e-fc69cd6c2ce1', 'c0c5a8c3-8a07-462b-b449-bc8a8999638c']"
311292522-800-3,MINI CORDUROY CROSSBODY BAG,"Crossbody bag. Soft construction. Main pocket with zip closure. Features an open interior pocket. Adjustable shoulder strap.

Height x Length: 7.9 x 12.2 inches (20 x 31 cm)",25.9,bags,MAN,"['9c1f8fb2-cbbe-494d-825d-697edb41343f', '51eca276-ccb7-49ed-bafa-cf69be945e28', '3f71cac5-a14f-40b4-98de-450dba345676', 'ffd93f1f-5675-4720-ad0c-18d62171a72a', '4db2ec2f-41da-4f32-b9b2-bb2ede42b5b4', 'f334b199-cd0c-43f2-80b0-3a758315dd9a']"
311287225-800-3,METAL CLOSURE CROSSBODY BAG,"Crossbody bag. Smooth upper. Main compartment with flap and clip buckle closure. Tonal adjustable shoulder strap.

Height x Length x Width: 7.5 x 4.7 x 1.6 inches (19 x 12 x 4 cm)",25.9,bags,MAN,"['23ae7cdb-60c1-4eeb-bb6a-a9b03a128b21', 'f7539e25-52c7-479c-aa2d-eb53cc9ac1f5', 'e1e12397-e5ab-4958-a87e-83237097281b', 'a77508c9-3418-4fec-95ec-2a633aa0524c', '61aaacf7-eedf-49f5-b703-16f48941cb0b', '905b63d2-e1f0-4b84-a3de-a0e0ee1deff3']"
311282685-800-3,RUBBERIZED COIN PURSE CARD HOLDER,"Card holder coin purse with rubberized finish. Interior compartment for bills. Has six interior and two exterior card slots. One side features a zippered coin purse.

Height x Length x Width: 4.1 x 3.5 x 0.8 inches (10.5 x 9 x 2 cm)",19.9,bags,MAN,"['fe33e7b4-4dc3-45b2-ba8f-0f6293762059', 'cc66122b-9e2a-41d4-9373-fab042dd1abb', 'da37205b-3c41-43be-88e8-a23514f3240e', 'eac46bcf-edd4-467a-b338-9662e40c1b99']"
311292481-500-3,EMBOSSED CARD WALLET,"Card wallet. Smooth exterior. Features one bill compartment, three card slots, and a coin pocket with clip closure.

Height x Length x Width: 3.5 x 4.3 x 1 inches (9 x 11 x 2.5 cm)",19.9,bags,MAN,"['f90a339b-7ab4-4e9f-a882-0e3aba1d147f', 'ff10e8be-614d-4079-853c-66fd02151c60', '0820b419-c9a1-4aba-b4db-50f035cfbfe6', '407d82ed-c3d2-4a88-8074-b5bd3a2c139d']"
312320651-800-3,YOGA MAT BAG,"Bag for a yoga mat. Made of technical fabric. Breathable middle section. Main compartment with zip closure. Adjustable shoulder strap.

Zara Athleticz.

Height x Diameter: 22.4 x 5.9 inches (57 x 15 cm)",19.9,bags,MAN,"['60dd347e-2df1-40e3-aff7-734fa4b07b85', '459f7661-fd7e-4e43-93bc-88443b5ae73d', '3ef089a2-897d-4105-b38b-6e9b5c17110e', '391301d7-eb6f-4f5d-9cb1-052bd177b3c0']"
312313402-800-3,RUBBERIZED CARDHOLDER,"Rubberized finish cardholder. Features six card slots. Elastic strap closure.

Height x Length x Width: 3 x 3.9 x 0.6 inches (7.5 x 10 x 1.5 cm)",15.9,bags,MAN,"['a784f15b-22e0-4c39-b695-ff5f2aa32af9', 'ba129441-5ca2-4c9e-9cb2-99582b09a978', 'bc5d07e9-560f-4a6d-ad9b-f3cadfa83944', 'd47b0cc2-de89-4c87-b66f-b86b824d5010']"
